name,stars,forks,age_years,language,description,url,watchers,open_issues,releases,contributors,loc_total,cbo_avg,dit_avg,lcom_avg,wmc_avg,cc_avg,created_at,updated_at,loc_comments_total,classes_count,methods_count,cbo_max,dit_max,lcom_max,noc_avg,clone_url
dropbox/elasticsearch,100,15,13.72,Java,A popular Java tool for jetty,https://github.com/dropbox/elasticsearch,86,,42,32,23666,17.07,4.3,50.62,9.5,2.59,2011-12-30T22:56:09.345918Z,2025-07-07T22:56:09.345919Z,4767.0,70.0,559.0,42.0,8.0,190.0,3.1,https://github.com/dropbox/elasticsearch.git
alibaba/lucene,100,34,6.69,Java,A popular Java api for hbase,https://github.com/alibaba/lucene,97,,9,24,11962,22.83,4.59,18.81,9.02,5.74,2019-01-10T22:56:09.356096Z,2025-02-16T22:56:09.356099Z,2369.0,27.0,374.0,55.0,13.0,56.0,7.88,https://github.com/alibaba/lucene.git
amazon/base-jackson-client,100,35,12.26,Java,A popular Java library for guava,https://github.com/amazon/base-jackson-client,94,,15,34,17938,22.54,3.32,33.29,27.64,2.51,2013-06-13T22:56:09.345778Z,2025-04-16T22:56:09.345780Z,3983.0,48.0,667.0,128.0,7.0,113.0,1.38,https://github.com/amazon/base-jackson-client.git
amazon/microservice,100,14,9.18,Java,A popular Java shared for rxjava,https://github.com/amazon/microservice,89,,6,22,5612,4.65,1.49,27.63,11.05,3.49,2016-07-12T22:56:09.345732Z,2024-10-22T22:56:09.345734Z,1513.0,12.0,238.0,10.0,2.0,41.0,5.47,https://github.com/amazon/microservice.git
square/kafka,100,13,5.55,Java,A popular Java server for akka,https://github.com/square/kafka,109,,56,17,15842,7.27,5.9,41.84,25.78,6.93,2020-02-28T22:56:09.345675Z,2024-11-13T22:56:09.345676Z,2925.0,38.0,702.0,42.0,16.0,137.0,4.74,https://github.com/square/kafka.git
google/lucene-next,100,39,5.54,Java,A popular Java api for storm,https://github.com/google/lucene-next,109,,17,29,7442,12.43,5.56,17.51,26.43,9.74,2020-03-04T22:56:09.345651Z,2024-11-14T22:56:09.345653Z,939.0,19.0,372.0,40.0,13.0,66.0,5.87,https://github.com/google/lucene-next.git
apache/plugin-flink,100,36,2.33,Java,A popular Java core for boot,https://github.com/apache/plugin-flink,105,,58,30,13100,22.65,3.57,53.09,18.05,6.8,2023-05-21T22:56:09.345625Z,2025-04-19T22:56:09.345626Z,3157.0,40.0,484.0,180.0,6.0,191.0,1.68,https://github.com/apache/plugin-flink.git
google/redis-client,100,35,14.11,Java,A popular Java core for jackson,https://github.com/google/redis-client,88,,4,32,2389,20.78,1.52,55.4,35.69,3.87,2011-08-08T22:56:09.345555Z,2025-08-12T22:56:09.345556Z,508.0,10.0,65.0,104.0,4.0,135.0,1.0,https://github.com/google/redis-client.git
github/plugin-flink,100,25,3.77,Java,A popular Java common for cassandra,https://github.com/github/plugin-flink,94,,17,18,8530,8.22,3.61,51.71,36.39,7.05,2021-12-09T22:56:09.345531Z,2025-02-08T22:56:09.345533Z,1386.0,21.0,297.0,23.0,9.0,141.0,3.68,https://github.com/github/plugin-flink.git
sonar/cassandra,100,15,8.22,Java,A popular Java tool for jackson,https://github.com/sonar/cassandra,109,,42,11,7734,10.31,1.0,44.76,21.89,6.1,2017-06-28T22:56:09.345483Z,2025-05-18T22:56:09.345484Z,1803.0,30.0,337.0,29.0,2.0,157.0,1.99,https://github.com/sonar/cassandra.git
maven/hbase,100,14,13.74,Java,A popular Java framework for cassandra,https://github.com/maven/hbase,86,,18,34,1000,21.29,1.96,43.28,11.85,7.33,2011-12-23T22:56:09.346372Z,2025-07-22T22:56:09.346374Z,279.0,10.0,171.0,60.0,2.0,172.0,7.49,https://github.com/maven/hbase.git
spotify/utils-jackson-spring,100,39,8.41,Java,A popular Java base for security,https://github.com/spotify/utils-jackson-spring,81,,50,26,16502,3.5,3.0,25.42,10.02,9.3,2017-04-19T22:56:09.346350Z,2024-11-16T22:56:09.346351Z,4414.0,98.0,978.0,21.0,5.0,56.0,5.82,https://github.com/spotify/utils-jackson-spring.git
alibaba/web,100,35,6.49,Java,A popular Java framework for netty,https://github.com/alibaba/web,84,,39,35,1000,18.75,3.02,27.59,33.1,7.36,2019-03-23T22:56:09.346304Z,2024-09-28T22:56:09.346305Z,282.0,10.0,189.0,86.0,6.0,78.0,5.66,https://github.com/alibaba/web.git
netflix/plugin-api-v2,100,14,9.38,Java,A popular Java shared for httpclient,https://github.com/netflix/plugin-api-v2,111,,18,25,1000,10.32,2.45,6.05,39.41,2.57,2016-05-01T22:56:09.317541Z,2024-09-27T22:56:09.317544Z,132.0,10.0,89.0,36.0,3.0,21.0,6.97,https://github.com/netflix/plugin-api-v2.git
eclipse/api-rxjava,100,16,14.87,Java,A popular Java plugin for gson,https://github.com/eclipse/api-rxjava,110,,21,26,8915,6.01,3.93,37.43,37.02,7.16,2010-11-03T22:56:09.317488Z,2025-03-11T22:56:09.317491Z,2109.0,36.0,554.0,36.0,9.0,134.0,2.37,https://github.com/eclipse/api-rxjava.git
atlassian/rxjava,100,29,4.03,Java,A popular Java framework for commons,https://github.com/atlassian/rxjava,114,,27,20,1000,13.77,3.72,22.97,39.48,4.43,2021-09-06T22:56:09.317439Z,2024-09-21T22:56:09.317442Z,245.0,10.0,165.0,109.0,7.0,89.0,4.21,https://github.com/atlassian/rxjava.git
gradle/library-okhttp,100,24,13.08,Java,A popular Java server for storm,https://github.com/gradle/library-okhttp,80,,7,27,1000,6.34,2.11,35.48,19.01,7.21,2012-08-20T22:56:09.317392Z,2025-05-15T22:56:09.317395Z,167.0,10.0,63.0,16.0,4.0,64.0,1.41,https://github.com/gradle/library-okhttp.git
sonar/mongodb,100,31,8.04,Java,A popular Java base for reactor,https://github.com/sonar/mongodb,115,,50,19,1000,10.56,1.14,59.45,37.69,7.24,2017-09-02T22:56:09.317337Z,2025-02-13T22:56:09.317340Z,204.0,10.0,186.0,24.0,3.0,184.0,1.52,https://github.com/sonar/mongodb.git
netflix/guava,100,7,4.71,Java,A popular Java server for hbase,https://github.com/netflix/guava,93,,15,9,18400,17.53,2.13,58.11,13.26,5.74,2021-01-01T22:56:09.359634Z,2025-02-08T22:56:09.359637Z,4254.0,58.0,1030.0,109.0,4.0,198.0,1.34,https://github.com/netflix/guava.git
maven/okhttp,100,39,12.04,Java,A popular Java service for netty,https://github.com/maven/okhttp,101,,67,15,1000,15.29,2.38,49.11,32.05,5.34,2013-09-02T22:56:09.317128Z,2024-12-28T22:56:09.317132Z,151.0,10.0,84.0,48.0,5.0,99.0,0.89,https://github.com/maven/okhttp.git
spring/server-web-next,100,17,5.75,Java,A popular Java service for jackson,https://github.com/spring/server-web-next,116,,22,12,1000,20.8,4.7,27.74,27.58,5.74,2019-12-17T22:56:09.317071Z,2024-12-09T22:56:09.317075Z,123.0,10.0,117.0,41.0,10.0,57.0,0.74,https://github.com/spring/server-web-next.git
oracle/netty,100,18,10.83,Java,A popular Java server for httpclient,https://github.com/oracle/netty,106,,56,29,5796,13.63,5.35,20.11,26.65,11.13,2014-11-17T22:56:09.316960Z,2024-10-20T22:56:09.316963Z,1017.0,11.0,57.0,52.0,12.0,39.0,0.89,https://github.com/oracle/netty.git
airbnb/microservice-v2,100,37,6.92,Java,A popular Java server for boot,https://github.com/airbnb/microservice-v2,83,,30,32,1000,20.39,3.22,23.57,31.6,5.11,2018-10-16T22:56:09.360186Z,2025-09-10T22:56:09.360188Z,211.0,10.0,53.0,127.0,5.0,50.0,6.31,https://github.com/airbnb/microservice-v2.git
uber/base-spring,100,29,3.47,Java,A popular Java service for elasticsearch,https://github.com/uber/base-spring,104,,65,26,1000,3.86,2.17,9.75,26.32,2.9,2022-03-31T22:56:09.327574Z,2025-01-13T22:56:09.327576Z,151.0,10.0,63.0,10.0,4.0,38.0,3.52,https://github.com/uber/base-spring.git
gitlab/retrofit,100,28,13.53,Java,A popular Java service for microservice,https://github.com/gitlab/retrofit,100,,34,30,2372,8.45,2.7,32.54,23.88,11.54,2012-03-08T22:56:09.327525Z,2025-03-03T22:56:09.327527Z,694.0,10.0,106.0,35.0,7.0,79.0,6.55,https://github.com/gitlab/retrofit.git
spotify/zookeeper,100,28,3.28,Java,A popular Java extension for akka,https://github.com/spotify/zookeeper,85,,30,30,15982,20.06,3.0,31.49,18.07,10.71,2022-06-08T22:56:09.346251Z,2025-08-28T22:56:09.346252Z,2453.0,40.0,742.0,112.0,8.0,58.0,1.06,https://github.com/spotify/zookeeper.git
ibm/rest,100,25,5.91,Java,A popular Java client for web,https://github.com/ibm/rest,98,,18,26,1000,8.18,2.0,44.19,27.65,7.77,2019-10-22T22:56:09.327337Z,2024-10-05T22:56:09.327339Z,255.0,10.0,55.0,22.0,5.0,122.0,7.08,https://github.com/ibm/rest.git
linkedin/api-httpclient-v2,100,35,5.6,Java,A popular Java extension for commons,https://github.com/linkedin/api-httpclient-v2,116,,31,31,1000,13.9,2.01,14.75,8.94,4.22,2020-02-13T22:56:09.327262Z,2024-12-05T22:56:09.327264Z,153.0,10.0,161.0,110.0,5.0,38.0,2.82,https://github.com/linkedin/api-httpclient-v2.git
baidu/zookeeper,100,15,11.15,Java,A popular Java api for cassandra,https://github.com/baidu/zookeeper,92,,7,30,1000,5.89,2.61,38.27,11.1,5.37,2014-07-24T22:56:09.327196Z,2025-01-19T22:56:09.327198Z,149.0,10.0,132.0,29.0,7.0,101.0,0.55,https://github.com/baidu/zookeeper.git
alibaba/httpclient,100,19,1.77,Java,A popular Java core for hadoop,https://github.com/alibaba/httpclient,86,,22,13,1000,23.69,5.5,21.17,12.55,2.77,2023-12-12T22:56:09.327116Z,2025-04-28T22:56:09.327117Z,221.0,10.0,154.0,189.0,13.0,70.0,3.16,https://github.com/alibaba/httpclient.git
oracle/okhttp-server,100,20,7.59,Java,A popular Java service for hbase,https://github.com/oracle/okhttp-server,119,,8,17,8462,15.59,5.02,11.21,16.11,4.01,2018-02-13T22:56:09.327083Z,2025-02-13T22:56:09.327086Z,2028.0,22.0,396.0,48.0,12.0,32.0,1.43,https://github.com/oracle/okhttp-server.git
github/api,100,11,12.16,Java,A popular Java common for retrofit,https://github.com/github/api,88,,60,28,8547,22.61,5.18,40.04,17.22,10.72,2013-07-21T22:56:09.327039Z,2025-01-23T22:56:09.327042Z,2182.0,21.0,263.0,61.0,9.0,96.0,7.38,https://github.com/github/api.git
jetbrains/cloud,100,32,2.93,Java,A popular Java base for reactor,https://github.com/jetbrains/cloud,114,,64,17,3296,14.78,2.37,30.64,19.64,5.46,2022-10-13T22:56:09.326973Z,2025-03-10T22:56:09.326984Z,563.0,24.0,240.0,97.0,5.0,98.0,2.73,https://github.com/jetbrains/cloud.git
google/spark,100,13,2.8,Java,A popular Java core for cloud,https://github.com/google/spark,110,,12,28,18459,16.4,1.44,54.36,24.76,6.89,2022-12-01T22:56:09.346594Z,2025-06-26T22:56:09.346596Z,2119.0,73.0,1113.0,115.0,3.0,146.0,4.2,https://github.com/google/spark.git
spotify/okhttp,100,24,10.74,Java,A popular Java core for data,https://github.com/spotify/okhttp,92,,35,27,1000,24.9,4.57,35.54,13.96,6.6,2014-12-23T22:56:09.346570Z,2024-09-23T22:56:09.346571Z,244.0,10.0,149.0,79.0,9.0,76.0,2.71,https://github.com/spotify/okhttp.git
twitter/base-retrofit-2,100,34,3.77,Java,A popular Java tool for storm,https://github.com/twitter/base-retrofit-2,80,,43,34,10995,17.2,1.39,40.29,8.17,6.93,2021-12-09T22:56:09.346547Z,2024-10-14T22:56:09.346548Z,1172.0,23.0,138.0,132.0,3.0,102.0,4.68,https://github.com/twitter/base-retrofit-2.git
alibaba/guava-server,100,29,12.61,Java,A popular Java tool for spark,https://github.com/alibaba/guava-server,116,,43,13,1000,8.6,1.04,12.3,28.27,2.03,2013-02-08T22:56:09.346520Z,2025-01-25T22:56:09.346522Z,228.0,10.0,158.0,51.0,3.0,39.0,0.62,https://github.com/alibaba/guava-server.git
ibm/utils-security,100,16,13.22,Java,A popular Java base for redis,https://github.com/ibm/utils-security,107,,47,17,13312,8.46,1.6,13.49,35.41,7.46,2012-06-28T22:56:09.346494Z,2025-06-14T22:56:09.346495Z,2360.0,81.0,1381.0,57.0,3.0,23.0,6.39,https://github.com/ibm/utils-security.git
square/common-lucene,100,8,11.69,Java,A popular Java extension for tomcat,https://github.com/square/common-lucene,91,,55,28,1000,5.85,1.95,52.03,31.2,8.95,2014-01-09T22:56:09.346470Z,2024-09-28T22:56:09.346472Z,215.0,10.0,197.0,15.0,2.0,155.0,0.97,https://github.com/square/common-lucene.git
ibm/extension-cassandra,100,26,10.94,Java,A popular Java client for boot,https://github.com/ibm/extension-cassandra,94,,25,18,1000,8.06,4.95,32.94,39.09,5.55,2014-10-10T22:56:09.346418Z,2025-01-30T22:56:09.346420Z,219.0,10.0,194.0,33.0,13.0,74.0,6.73,https://github.com/ibm/extension-cassandra.git
amazon/lucene,100,30,3.47,Java,A popular Java shared for boot,https://github.com/amazon/lucene,118,,36,9,1000,9.13,3.81,12.16,33.41,8.18,2022-03-29T22:56:09.348321Z,2025-04-01T22:56:09.348325Z,182.0,10.0,131.0,32.0,11.0,45.0,5.29,https://github.com/amazon/lucene.git
microsoft/client-tomcat-server,100,6,4.75,Java,A popular Java utils for reactor,https://github.com/microsoft/client-tomcat-server,116,,35,28,1000,15.15,4.98,26.13,10.24,4.86,2020-12-19T22:56:09.348252Z,2025-01-17T22:56:09.348256Z,259.0,10.0,125.0,54.0,8.0,68.0,4.64,https://github.com/microsoft/client-tomcat-server.git
twitter/tomcat,100,19,9.03,Java,A popular Java base for rest,https://github.com/twitter/tomcat,95,,51,18,1000,22.8,5.85,35.51,22.83,11.47,2016-09-05T22:56:09.347900Z,2024-12-20T22:56:09.347906Z,159.0,10.0,72.0,126.0,15.0,84.0,5.13,https://github.com/twitter/tomcat.git
microsoft/tomcat,100,31,11.53,Java,A popular Java shared for boot,https://github.com/microsoft/tomcat,102,,48,10,1000,3.41,4.85,35.51,15.27,4.93,2014-03-09T22:56:09.347832Z,2025-05-16T22:56:09.347836Z,209.0,10.0,59.0,16.0,7.0,129.0,1.49,https://github.com/microsoft/tomcat.git
maven/hadoop,100,30,10.64,Java,A popular Java plugin for retrofit,https://github.com/maven/hadoop,84,,51,35,6410,7.85,2.48,26.01,27.7,2.51,2015-01-29T22:56:09.347755Z,2024-12-08T22:56:09.347771Z,1355.0,23.0,456.0,55.0,6.0,46.0,3.44,https://github.com/maven/hadoop.git
spring/microservice,100,7,12.26,Java,A popular Java client for api,https://github.com/spring/microservice,90,,27,16,7505,7.23,2.62,46.03,31.42,7.8,2013-06-15T22:56:09.314149Z,2025-01-24T22:56:09.314153Z,1321.0,30.0,421.0,50.0,4.0,91.0,6.1,https://github.com/spring/microservice.git
oracle/akka,100,30,8.2,Java,A popular Java server for cloud,https://github.com/oracle/akka,119,,15,17,11964,12.31,2.98,22.37,38.2,11.42,2017-07-07T22:56:09.314023Z,2024-10-04T22:56:09.314026Z,2557.0,37.0,233.0,97.0,5.0,36.0,6.1,https://github.com/oracle/akka.git
microsoft/lucene,100,35,4.72,Java,A popular Java service for jackson,https://github.com/microsoft/lucene,105,,54,25,8842,14.51,4.07,36.14,30.69,11.71,2020-12-27T22:56:09.313831Z,2024-12-06T22:56:09.313838Z,1075.0,19.0,242.0,67.0,6.0,141.0,5.83,https://github.com/microsoft/lucene.git
twitter/tomcat,100,32,9.04,Java,A popular Java base for okhttp,https://github.com/twitter/tomcat,103,,31,16,2041,18.75,4.54,23.14,9.26,10.92,2016-09-04T22:56:09.313656Z,2024-12-09T22:56:09.313663Z,491.0,10.0,63.0,40.0,7.0,89.0,4.65,https://github.com/twitter/tomcat.git
linkedin/jackson,100,17,8.58,Java,A popular Java utils for storm,https://github.com/linkedin/jackson,92,,21,29,11098,19.51,5.49,56.29,14.23,9.5,2017-02-17T22:56:09.313234Z,2024-10-31T22:56:09.313238Z,1715.0,77.0,1015.0,60.0,11.0,207.0,7.75,https://github.com/linkedin/jackson.git
atlassian/zookeeper-v2,100,37,7.61,Java,A popular Java shared for kafka,https://github.com/atlassian/zookeeper-v2,87,,48,35,1000,17.26,1.55,24.6,9.23,5.09,2018-02-06T22:56:09.313107Z,2025-08-14T22:56:09.313111Z,174.0,10.0,81.0,57.0,2.0,90.0,0.96,https://github.com/atlassian/zookeeper-v2.git
redhat/data-client,100,24,12.43,Java,A popular Java shared for cassandra,https://github.com/redhat/data-client,81,,33,18,1000,18.64,3.08,30.59,12.81,6.09,2013-04-15T22:56:09.312907Z,2025-03-09T22:56:09.312912Z,285.0,10.0,166.0,120.0,5.0,60.0,5.55,https://github.com/redhat/data-client.git
ibm/flink,100,26,10.17,Java,A popular Java tool for security,https://github.com/ibm/flink,87,,6,23,13028,19.48,3.29,33.96,16.54,9.56,2015-07-18T22:56:09.347309Z,2025-02-07T22:56:09.347312Z,2135.0,44.0,351.0,123.0,8.0,68.0,3.51,https://github.com/ibm/flink.git
airbnb/cloud,100,29,10.47,Java,A popular Java tool for hbase,https://github.com/airbnb/cloud,83,,13,28,6043,9.79,1.29,44.36,36.76,5.0,2015-03-29T22:56:09.347253Z,2024-10-30T22:56:09.347257Z,999.0,39.0,339.0,66.0,2.0,168.0,4.54,https://github.com/airbnb/cloud.git
dropbox/api-kafka-2,100,5,11.31,Java,A popular Java framework for flink,https://github.com/dropbox/api-kafka-2,104,,56,14,1000,20.78,5.32,54.63,9.87,3.41,2014-05-28T22:56:09.347174Z,2025-01-26T22:56:09.347186Z,283.0,10.0,118.0,155.0,8.0,100.0,1.02,https://github.com/dropbox/api-kafka-2.git
atlassian/okhttp-core,100,18,4.66,Java,A popular Java service for spring,https://github.com/atlassian/okhttp-core,99,,59,22,4519,18.95,2.76,57.78,10.37,5.6,2021-01-20T22:56:09.327390Z,2024-11-25T22:56:09.327392Z,558.0,22.0,119.0,151.0,8.0,197.0,5.42,https://github.com/atlassian/okhttp-core.git
eclipse/jetty,100,10,13.05,Java,A popular Java api for rxjava,https://github.com/eclipse/jetty,115,,49,31,5361,21.67,4.08,36.26,37.28,7.7,2012-08-29T22:56:09.326282Z,2025-07-09T22:56:09.326287Z,875.0,21.0,313.0,136.0,8.0,144.0,5.08,https://github.com/eclipse/jetty.git
square/library-cassandra,100,19,7.88,Java,A popular Java client for flink,https://github.com/square/library-cassandra,103,,12,12,1000,11.44,4.4,29.82,16.79,6.87,2017-11-02T22:56:09.318951Z,2025-02-14T22:56:09.318954Z,293.0,10.0,102.0,68.0,8.0,99.0,7.21,https://github.com/square/library-cassandra.git
microsoft/framework-cloud,100,13,9.0,Java,A popular Java extension for web,https://github.com/microsoft/framework-cloud,88,,53,34,6137,5.78,1.49,54.47,31.09,2.85,2016-09-16T22:56:09.325800Z,2024-11-08T22:56:09.325804Z,1661.0,20.0,174.0,33.0,4.0,168.0,0.56,https://github.com/microsoft/framework-cloud.git
apache/core-httpclient,100,18,3.07,Java,A popular Java core for akka,https://github.com/apache/core-httpclient,93,,68,14,3409,21.96,4.73,32.36,24.05,2.05,2022-08-24T22:56:09.325612Z,2025-08-25T22:56:09.325615Z,723.0,19.0,341.0,87.0,11.0,63.0,3.77,https://github.com/apache/core-httpclient.git
apache/library-okhttp,100,21,4.76,Java,A popular Java client for httpclient,https://github.com/apache/library-okhttp,105,,47,15,6791,6.99,4.52,36.82,16.06,4.83,2020-12-13T22:56:09.325551Z,2024-10-03T22:56:09.325556Z,1584.0,36.0,548.0,19.0,9.0,74.0,7.13,https://github.com/apache/library-okhttp.git
google/plugin-rest,100,8,8.29,Java,A popular Java tool for data,https://github.com/google/plugin-rest,96,,42,26,12577,13.13,5.8,50.4,25.81,7.45,2017-06-02T22:56:09.325480Z,2025-04-08T22:56:09.325485Z,2508.0,45.0,483.0,51.0,13.0,184.0,4.75,https://github.com/google/plugin-rest.git
amazon/rxjava,100,11,11.94,Java,A popular Java tool for hadoop,https://github.com/amazon/rxjava,94,,18,31,4923,21.5,4.13,32.68,9.87,3.06,2013-10-11T22:56:09.325347Z,2024-11-04T22:56:09.325351Z,800.0,21.0,255.0,161.0,8.0,95.0,6.76,https://github.com/amazon/rxjava.git
airbnb/akka,100,30,1.91,Java,A popular Java library for retrofit,https://github.com/airbnb/akka,86,,31,16,1000,9.36,5.98,13.33,21.18,11.15,2023-10-22T22:56:09.325131Z,2024-11-19T22:56:09.325135Z,213.0,10.0,90.0,24.0,16.0,39.0,1.35,https://github.com/airbnb/akka.git
spotify/cloud-client,100,6,13.59,Java,A popular Java client for mongodb,https://github.com/spotify/cloud-client,104,,53,25,14500,14.71,5.41,6.96,35.12,4.89,2012-02-16T22:56:09.325073Z,2025-02-26T22:56:09.325078Z,1591.0,36.0,665.0,55.0,9.0,19.0,2.62,https://github.com/spotify/cloud-client.git
linkedin/api-spring,100,25,6.28,Java,A popular Java utils for jetty,https://github.com/linkedin/api-spring,91,,14,28,1000,21.38,5.94,28.96,32.52,6.5,2019-06-07T22:56:09.348886Z,2025-02-16T22:56:09.348889Z,163.0,10.0,130.0,165.0,12.0,87.0,6.22,https://github.com/linkedin/api-spring.git
redhat/tomcat,100,34,3.36,Java,A popular Java service for netty,https://github.com/redhat/tomcat,97,,59,17,1510,15.55,4.15,20.15,32.07,7.04,2022-05-09T22:56:09.348831Z,2024-11-11T22:56:09.348834Z,370.0,14.0,205.0,91.0,8.0,34.0,6.52,https://github.com/redhat/tomcat.git
oracle/akka-client,100,17,5.4,Java,A popular Java client for gson,https://github.com/oracle/akka-client,101,,35,20,20818,19.92,1.61,31.31,8.54,5.85,2020-04-23T22:56:09.348675Z,2025-07-16T22:56:09.348679Z,4537.0,173.0,2802.0,79.0,3.0,116.0,3.02,https://github.com/oracle/akka-client.git
alibaba/kafka,100,36,8.86,Java,A popular Java service for cloud,https://github.com/alibaba/kafka,107,,25,25,1000,20.25,1.01,31.21,27.3,6.56,2016-11-08T22:56:09.348614Z,2025-01-15T22:56:09.348617Z,153.0,10.0,114.0,143.0,1.0,80.0,1.72,https://github.com/alibaba/kafka.git
github/netty,100,21,7.07,Java,A popular Java core for jetty,https://github.com/github/netty,83,,42,23,1000,4.91,3.04,39.56,14.07,8.05,2018-08-23T22:56:09.348563Z,2025-05-13T22:56:09.348566Z,106.0,10.0,100.0,18.0,7.0,103.0,3.96,https://github.com/github/netty.git
square/akka,100,9,14.81,Java,A popular Java client for jackson,https://github.com/square/akka,90,,9,28,1000,16.98,2.99,28.9,28.66,5.28,2010-11-26T22:56:09.348458Z,2025-06-02T22:56:09.348461Z,123.0,10.0,63.0,77.0,8.0,63.0,1.57,https://github.com/square/akka.git
gradle/data,100,29,8.5,Java,A popular Java base for zookeeper,https://github.com/gradle/data,105,,38,23,1000,15.96,4.98,26.35,38.39,10.67,2017-03-19T22:56:09.350322Z,2025-06-15T22:56:09.350325Z,154.0,10.0,86.0,127.0,12.0,73.0,2.22,https://github.com/gradle/data.git
amazon/cassandra,100,14,3.68,Java,A popular Java server for tomcat,https://github.com/amazon/cassandra,107,,56,10,6844,9.91,3.57,32.67,30.43,4.62,2022-01-12T22:56:09.350221Z,2025-09-13T22:56:09.350224Z,1646.0,32.0,553.0,74.0,8.0,71.0,0.86,https://github.com/amazon/cassandra.git
apache/flink,100,33,10.72,Java,A popular Java library for cloud,https://github.com/apache/flink,103,,58,30,7098,21.94,2.21,38.78,32.49,7.08,2014-12-28T22:56:09.350115Z,2024-11-23T22:56:09.350119Z,1945.0,25.0,278.0,173.0,6.0,125.0,5.96,https://github.com/apache/flink.git
spring/jetty,100,30,7.96,Java,A popular Java core for microservice,https://github.com/spring/jetty,81,,5,33,9394,6.97,1.79,39.31,18.6,9.27,2017-10-02T22:56:09.349895Z,2024-10-12T22:56:09.349899Z,2795.0,29.0,413.0,52.0,3.0,97.0,7.48,https://github.com/spring/jetty.git
maven/flink-v2,100,33,1.69,Java,A popular Java server for commons,https://github.com/maven/flink-v2,119,,61,11,3170,19.39,1.24,34.62,38.42,10.16,2024-01-09T22:56:09.349771Z,2025-08-31T22:56:09.349774Z,446.0,24.0,350.0,62.0,2.0,106.0,0.5,https://github.com/maven/flink-v2.git
maven/akka,100,24,6.96,Java,A popular Java service for security,https://github.com/maven/akka,93,,49,11,3216,17.67,2.86,52.51,13.38,6.94,2018-10-02T22:56:09.349705Z,2025-08-25T22:56:09.349708Z,737.0,17.0,122.0,102.0,6.0,197.0,4.47,https://github.com/maven/akka.git
amazon/rxjava-spring,100,34,10.86,Java,A popular Java base for security,https://github.com/amazon/rxjava-spring,88,,26,34,1000,18.43,3.41,59.06,36.96,3.89,2014-11-07T22:56:09.349654Z,2024-09-27T22:56:09.349657Z,173.0,10.0,112.0,65.0,5.0,224.0,7.47,https://github.com/amazon/rxjava-spring.git
twitter/okhttp-server,100,20,8.05,Java,A popular Java library for redis,https://github.com/twitter/okhttp-server,86,,12,9,1000,24.05,1.54,41.24,16.73,10.77,2017-08-30T22:56:09.349600Z,2025-01-16T22:56:09.349603Z,228.0,10.0,113.0,169.0,2.0,156.0,5.88,https://github.com/twitter/okhttp-server.git
gradle/base-jetty,100,10,9.04,Java,A popular Java common for tomcat,https://github.com/gradle/base-jetty,91,,17,35,8684,8.86,1.45,15.61,35.51,2.35,2016-09-01T22:56:09.349440Z,2025-02-14T22:56:09.349443Z,961.0,18.0,130.0,31.0,4.0,46.0,3.64,https://github.com/gradle/base-jetty.git
github/microservice-v2,100,15,7.88,Java,A popular Java common for jetty,https://github.com/github/microservice-v2,100,,29,19,1000,19.82,3.88,32.85,32.89,7.73,2017-10-31T22:56:09.349387Z,2024-11-01T22:56:09.349391Z,173.0,10.0,110.0,149.0,10.0,85.0,6.99,https://github.com/github/microservice-v2.git
dropbox/server-cloud,100,19,13.37,Java,A popular Java utils for security,https://github.com/dropbox/server-cloud,98,,30,17,20718,13.31,4.46,20.07,25.88,9.68,2012-05-06T22:56:09.349275Z,2025-09-05T22:56:09.349278Z,4225.0,44.0,281.0,39.0,7.0,30.0,1.07,https://github.com/dropbox/server-cloud.git
dropbox/common-api,100,18,11.06,Java,A popular Java tool for lucene,https://github.com/dropbox/common-api,112,,20,23,2888,7.35,2.0,29.83,13.78,6.01,2014-08-27T22:56:09.349113Z,2025-06-28T22:56:09.349117Z,366.0,10.0,187.0,46.0,3.0,64.0,7.63,https://github.com/dropbox/common-api.git
sonar/web,100,25,4.62,Java,A popular Java library for commons,https://github.com/sonar/web,116,,18,12,6129,23.6,5.88,36.73,26.15,10.88,2021-02-02T22:56:09.349051Z,2025-09-10T22:56:09.349054Z,816.0,49.0,714.0,77.0,17.0,65.0,7.89,https://github.com/sonar/web.git
maven/base-spark-server,100,15,9.17,Java,A popular Java client for jackson,https://github.com/maven/base-spark-server,80,,21,20,1000,15.63,1.81,19.72,37.8,7.85,2016-07-18T22:56:09.348999Z,2025-03-03T22:56:09.349002Z,132.0,10.0,57.0,37.0,3.0,37.0,5.21,https://github.com/maven/base-spark-server.git
dropbox/base-storm,100,39,2.94,Java,A popular Java service for jackson,https://github.com/dropbox/base-storm,105,,23,25,1000,7.13,5.53,30.83,9.17,3.48,2022-10-11T22:56:09.326422Z,2025-06-16T22:56:09.326427Z,186.0,10.0,83.0,33.0,12.0,58.0,2.63,https://github.com/dropbox/base-storm.git
linkedin/spring,100,17,6.56,Java,A popular Java utils for netty,https://github.com/linkedin/spring,112,,5,35,1000,21.42,5.27,30.97,36.33,11.53,2019-02-24T22:56:09.325001Z,2025-01-11T22:56:09.325005Z,194.0,10.0,198.0,93.0,13.0,57.0,4.67,https://github.com/linkedin/spring.git
